Address,Permit No,Lat,Long,Description,Link,Issued
"Suite 302, Level 3 10 Elizabeth Street KENSINGTON VIC 3031",-37.7970408,144.9327468,TP-2014-718,Use of site for the purposes of restricted recreation facility (gymnasium),http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=218894,Yes
198-204 Faraday Street CARLTON VIC 3053,-37.798508,144.967835,TP-2014-719,Installation of three heaters underside of the existing canopy,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=218898,Yes
578-606 Bourke Street MELBOURNE VIC 3000,-37.815311,144.955946,TPS-2014-30,Proposed new glass doorway,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=218899,No
Mackenzie Tower 27-39 MacKenzie Street MELBOURNE VIC 3000,-37.807838,144.96686,TP-2014-720,Display of internally illuminated business identification signage,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=218925,Yes
68-82 Leveson Street NORTH MELBOURNE VIC 3051,-37.802482,144.95171,TP-2014-715,225 lot subdivision of PS716082E,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=218821,Yes
Level 2 302-304 Little Lonsdale Street MELBOURNE VIC 3000,-37.811512,144.960504,TP-2014-716,2 lot subdivision of SP036597F,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=218827,No
171-175 Rosslyn Street WEST MELBOURNE VIC 3003,-37.8095109,144.9486694,TP-2013-12/A,Development of the site for an office and dwellings with a reduction in the car parking requirements,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=218808,Yes
17-65 Collins Street MELBOURNE VIC 3000,-37.8140079,144.9718431,TP-2014-44/A,Amendment to the permit to enable the completion of works beneath the canopy adjacent to Tenancy 1A in stage 2 with the balance of works beneath the canopy in front of tenancy 1c as part of stage 3,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=218736,Yes
304 Bellair Street KENSINGTON VIC 3031,-37.79779,144.931217,TP-2014-713,External alteration and additions to the facade and chimney of the existing dwelling,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=218760,Yes
Arrow On Swanston 470-496 Swanston Street CARLTON VIC 3053,-37.8055273,144.9634501,TP-2014-714,Use of parts of the ground and basement floor levels as a function centre with On-premises Liquor Licence and reduction in the standard car parking and bicycle requirements,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=218765,Yes
111-129 Bourke Street MELBOURNE VIC 3000,-37.8124515,144.9695354,TP-2013-948,Erect and display internally illuminated business identification signage,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=204298,Yes
319-323 Swanston Street MELBOURNE VIC 3000,-37.8107032,144.9640739,TP-2012-83/A,Partial demolition and construction of buildings and works including two additional levels and building services,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=204186,Yes
990 La Trobe Street DOCKLANDS VIC 3008,-37.814005,144.9467468,TP-2013-936,Erect an out door shade cloth structure,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=204213,No
4 Alfred Street NORTH MELBOURNE VIC 3051,-37.790661,144.941986,TP-2013-937,"Demolition of existing buildings, pool and fences; construction of a residential building for apartment dwellings with a basement and fencing; reduction of the car parking requirements; and alterations to vehicular crossover",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=204216,Yes
339-345 Flemington Road NORTH MELBOURNE VIC 3051,-37.791266,144.94346,TP-2013-938,Part demolition of the dwelling and construction of a new window,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=204219,Yes
91-93 Flemington Road NORTH MELBOURNE VIC 3051,-37.798554,144.952865,TP-2013-939,Display of temporary signage publicising the sale of apartments on the subject land,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=204220,Yes
87-89 Flemington Road NORTH MELBOURNE VIC 3051,-37.798665,144.952987,TP-2013-940,Display of temporary signage publicising the proposed display suite on the subject land,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=204223,Yes
Victorian College Of The Arts 204-234 St Kilda Road SOUTHBANK VIC 3006,-37.8252842,144.9681527,TP-2013-941,Buildings and works to the existing building,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=204233,Yes
43 Hotham Street EAST MELBOURNE VIC 3002,-37.814878,144.989028,TP-2013-942,"Partial demolition, and buildings and works to construct a two storey outbuilding",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=204234,Yes
71 Nicholson Street CARLTON VIC 3053,-37.799173,144.974333,TP-2013-943,Partial demolition and external alterations to the existing residential building,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=204238,No
69 Smith Street KENSINGTON VIC 3031,-37.791487,144.934904,TP-2014-1001,2 Lot Subdivision of PS734628H,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=223594,Yes
183-185 Palmerston Street CARLTON VIC 3053,-37.7961827,144.9689014,TP-2014-77/A,"Amendment to condition 1-f) and the endorsed plans to change the finishes of boundary walls from face brickwork to rendered brick on east, west and north boundaries and to install solar panels on roof",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=223598,No
13-15 Hardware Lane MELBOURNE VIC 3000,-37.814307,144.961413,TP-2014-1002,Construction and display of a business identification sign and an internally illuminated business identification sign,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=223602,Yes
826-846 Lorimer Street PORT MELBOURNE VIC 3207,-37.822679,144.932243,TP-2014-1003,Installation and display of two major promotion signs,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=223615,No
517-537 Flinders Lane MELBOURNE VIC 3000,-37.819884,144.956608,TP-2014-1004,Erection of business identification signage on Katherine Place,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=223618,Yes
200-222 Queen Street MELBOURNE VIC 3000,-37.8134724,144.9604122,TP-2014-1005,Erection and display of internally illuminated business identification signage,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=223620,Yes
399-413 Lonsdale Street MELBOURNE VIC 3000,-37.8130355,144.960694,TP-2014-1006,"Proposed modification of existing office, re-alignment of existing ground floor facade, modification of ground floor lobby",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=223628,No
77-79 Grey Street EAST MELBOURNE VIC 3002,-37.8120638,144.9869426,TP-2014-1007,"Partial demolition of the rear of the existing dwelling; construction of a two-storey addition at the rear of the existing building; including a fence, deck and domestic swimming pool with associated mechanical and safety equipment.",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=223639,Yes
11 The Ridgeway KENSINGTON VIC 3031,-37.794133,144.926449,TP-2014-998,Construction of solar panels on roof,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=223457,Yes
505-515 Little Collins Street MELBOURNE VIC 3000,-37.8171492,144.9577154,TPS-2015-5,Construction of alterations to the shopfront and business identification signage,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=223469,No
"Unit 5, 22 Powlett Street EAST MELBOURNE VIC 3002",-37.81573,144.985711,TP-2013-658,Partial demolition and buildings and works to construct a deck on common property,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=199723,Yes
The Guilfoyle 35-47 Coventry Street SOUTHBANK VIC 3006,-37.8296395,144.9693811,TP-2013-659,To use the land to sell liquor for consumption on the premises,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=199727,No
93 Chapman Street NORTH MELBOURNE VIC 3051,-37.795911,144.947379,TP-2013-660,Construction of a vehicle crossover to a single dwelling,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=199735,No
510-516 La Trobe Street WEST MELBOURNE VIC 3003,-37.812779,144.951945,TP-2008-240/A,"Use premises as an education centre, buildings and works and waive car parking requirements.",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=199615,Yes
53-55 Rosslyn Street WEST MELBOURNE VIC 3003,-37.80789,144.952875,TP-2013-651,Partial demolition and construction of one dwelling with car paking in excess of the parking overlay maximum requirement.,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=199619,Yes
15 Canning Street NORTH MELBOURNE VIC 3051,-37.796806,144.945722,TP-2013-653,Construction of a retractable awning,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=199628,Yes
15 Canning Street NORTH MELBOURNE VIC 3051,-37.796806,144.945722,TP-2013-652,Buildings and works including demolition to construct a two storey garage,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=199635,Yes
18 Altona Street KENSINGTON VIC 3031,-37.79879,144.927514,TP-2013-654,"Part demolition, alterations and single storey additions to the existing dwelling.",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=199640,Yes
77 Swanston Street MELBOURNE VIC 3000,-37.8157548,144.9666271,TP-2013-655,Minor demolition and alterations to existing shopfront,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=199657,Yes
163-169 Russell Street MELBOURNE VIC 3000,-37.812442,144.967607,TP-2013-650,"Shopfront alteration, construction and display of an internally illuminated business identification sign",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=199574,Yes
University of Melbourne 156-292 Grattan Street PARKVILLE VIC 3010,-37.7999598,144.9605636,TP-2014-38,Installation and display of business identification signage,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=207308,Yes
33 Chapman Street NORTH MELBOURNE VIC 3051,-37.797215,144.949024,TP-2014-36,Partial demolition and single storey addition and alterations to existing dwelling,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=207260,Yes
486 Abbotsford Street NORTH MELBOURNE VIC 3051,-37.7947813,144.9472219,TP-2014-37,External painting to the facade of the existing building,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=207294,Yes
31-55 Curran Street NORTH MELBOURNE VIC 3051,-37.793271,144.942752,TP-2014-35,Partial demolition and installation of new windows to existing building,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=207199,Yes
64 Faraday Street CARLTON VIC 3053,-37.79898,144.972149,TP-2014-33,External painting of the existing dwelling,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=207175,Yes
79 Arden Street NORTH MELBOURNE VIC 3051,-37.801002,144.947897,TP-2012-254/A,Change to the preamble to include a medical centre and deletion of basement level,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=207176,No
465 Abbotsford Street NORTH MELBOURNE VIC 3051,-37.795428,144.946476,TP-2014-34,External painting and alteration of the facade,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=207182,Yes
113-149 Exhibition Street MELBOURNE VIC 3000,-37.8107548,144.970055,TP-2014-26,Building and works for the installation of an automated tellar machine,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=207099,Yes
"Flat 1, 108-114 George Street EAST MELBOURNE VIC 3002",-37.815094,144.986822,TP-2014-27,buildings and works for a domestic service normal to a dwelling (air conditioner) which is visiable from the street in a Heritage Overlay,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=207103,Yes
"Flat 1, 108-114 George Street EAST MELBOURNE VIC 3002",-37.815094,144.986822,TP-2014-28,Buildings and works for a domestic service normal to a dwelling (air conditioner) which is visiable from the street in a Heritage Overlay,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=207105,Yes
331-335 Lygon Street CARLTON VIC 3053,-37.797442,144.967114,TP-2013-934,Construction of buildings and works for an external staircase and change of use to a restaurant,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=204131,No
51-61 Leicester Street CARLTON VIC 3053,-37.80476,144.959961,TP-2013-935,To change use of land for motorcycle dealings (showroom and service area) and make alteration to ground floor entry,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=204142,No
60 Victoria Harbour Promenade DOCKLANDS VIC 3008,-37.8190605,144.9429218,TP-2013-925,2 Lot Subdivision in accordance with PS722884F,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=203687,Yes
62-64 Little La Trobe Street MELBOURNE VIC 3000,-37.809403,144.961888,TPS-2013-22,External painting of existing building,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=203689,No
178-182 Queen Street MELBOURNE VIC 3000,-37.814186,144.960752,TP-2013-923,Construction of new windows,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=204060,Yes
13A Victoria Street MELBOURNE VIC 3000,-37.807624,144.967954,TP-2004-932/B,Amend Condition 7 of the planning permit to alter the operating hours to be 11am to 2am Monday to Sunday,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=204075,No
362 Little Collins Street MELBOURNE VIC 3000,-37.815315,144.962536,TP-2013-920,"Erect and display  business identification signs and promotion signs, including internally illuminated signs",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=203984,Yes
360-374 Bourke Street MELBOURNE VIC 3000,-37.814098,144.96249,TP-2013-921,"Erect and display business identification and promotion signage, including internally illuminated signage",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=203986,Yes
56-58 Clowes Street SOUTH YARRA VIC 3141,-37.8306764,144.9858959,TP-2013-922,Construction of a single dwelling on a lot,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=203988,Yes
7-21 Anderson Street WEST MELBOURNE VIC 3003,-37.8044419,144.9419888,TP-2013-916,Installation of ziptrack blinds to balcony of Unit 6,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=203950,Yes
184-186 Bourke Street MELBOURNE VIC 3000,-37.8126852,144.9676949,TP-2012-821,Alterations to existing entry and changes to signage,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=187303,Yes
191-205 Swanston Street MELBOURNE VIC 3000,-37.813117,144.965009,TP-2012-822,"Removal and replacement of existing awning to Swanston and Little Bourke Street, ground floor alterations to existing hotel entry and shopfronts to Little Bourke and Louden Place, removal of exisiting advertising signs and construction and display of advertising signs.",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=187315,No
613-649 Lonsdale Street MELBOURNE VIC 3000,-37.8150501,144.9528969,TP-2012-501/A,Stage 1 plan of subdivision for Upper West Side development relating to podium and lower levels of tower1.,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=187320,Yes
Lacrosse Docklands 673-683 La Trobe Street DOCKLANDS VIC 3008,-37.8148219,144.947334,TP-2012-823,Subdivision in accordance with PS613436T Stage 13.,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=187337,Yes
162-174 Rosslyn Street WEST MELBOURNE VIC 3003,-37.8094471,144.948797,TP-2012-819,Display of temporary signage publicising the sale of apartments,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=187267,Yes
562-574 Bourke Street MELBOURNE VIC 3000,-37.815509,144.95676,TP-2012-811,"Buildings and works to extend the existing office building through the construction of a northern and southern podium, waiver of visitor bicycle parking and waiver of loading requirements",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=187178,No
20-22 Pitt Street CARLTON VIC 3053,-37.795611,144.972439,TP-2012-812,Partial demolition (removal of roof) and buildings and works associated with the construction of a single dwelling,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=187181,Yes
286-288 Victoria Street NORTH MELBOURNE VIC 3051,-37.805741,144.956812,TP-2011-1027/A,"Use of ground floor as shop, waiver of car parking requirements, minor building works and construction and display of business identification signs",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=187182,Yes
225-229 Russell Street MELBOURNE VIC 3000,-37.811322,144.967125,TP-2012-813,Alterations to an existing commercial building in a Heritage Overlay,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=187184,Yes
280-282 Victoria Street NORTH MELBOURNE VIC 3051,-37.805757,144.956982,TP-2012-814,Retrospective approval of external painting of buildings,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=187185,Yes
194-208 Victoria Street CARLTON VIC 3053,-37.806071,144.960669,TP-2014-286,Use of Shopfront and Levels 5 & 6 for the purposes of Education a reduction in the standard car parking requirements and erection of business identification signage,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=211837,Yes
543 Royal Parade PARKVILLE VIC 3052,-37.7794,144.95949,TP-2014-284,Partial demolition to existing dwelling and construction of alterations and additions to rear of dwelling,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=211838,Yes
65-67 Peel Street WEST MELBOURNE VIC 3003,-37.8066237,144.955713,TP-2001-186/A,To remove condition 10 of the permit,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=211840,Yes
178-182 Rosslyn Street WEST MELBOURNE VIC 3003,-37.809345,144.948534,TP-2014-287,Motor and vehicle sales and erection and display of business identification signage,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=211842,Yes
12 Mary Street NORTH MELBOURNE VIC 3051,-37.799163,144.952672,TP-2014-288,Construction of one dwelling on a vacant lot,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=211844,No
54 Collett Street KENSINGTON VIC 3031,-37.791032,144.933061,TP-2014-289,Construction of an addition to the existing dwelling,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=211846,No
45-47 Little Leveson Street NORTH MELBOURNE VIC 3051,-37.8042937,144.9516652,TP-2013-198/A,Addition of a window to the second floor facing Little Leveson Street,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=211763,No
28-34 Canning Street CARLTON VIC 3053,-37.798844,144.972937,TP-2014-280,Parital demolition consisting of the removal of rear lean-to and rear sheds,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=211768,Yes
57 Berry Street EAST MELBOURNE VIC 3002,-37.81784,144.988489,TP-2014-281,Partial demolition and construction of buildings and works to remove and replace door and window opening to the rear of existing dwelling,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=211770,Yes
410-420 Elizabeth Street MELBOURNE VIC 3000,-37.8090744,144.9608988,TP-2014-282,Display of one externally illumintaed temporary realestate sign and one temporary promomotional sign publicising the sale of apartments on the land,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=211772,Yes
62-108 Anderson Street SOUTH YARRA VIC 3141,-37.831281,144.985122,TP-2011-373/A,Demolition of the existing Tom Thomas gymnasium building and the chapel annex and the construction of a three storey (with basement) education centre building and the construction of a pedestrian link between the education centre building and chapel,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=224262,Yes
50 Dudley Street WEST MELBOURNE VIC 3003,-37.808632,144.95355,TP-2014-1048,Change of use to boarding house with associated partial demolition and carrying out of minor works,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=224435,Yes
RMIT 58-80 Cardigan Street CARLTON VIC 3053,-37.8053719,144.964698,TP-2014-1049,Construction of mechanical plant equipment on the roof of the existing building,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=224452,Yes
18-24 Raglan Street NORTH MELBOURNE VIC 3051,-37.804231,144.949929,TP-2014-1050,Enclose the existing terrace to convert to an alfresco room (Retrospective),http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=224457,Yes
253-267 Bourke Street MELBOURNE VIC 3000,-37.813634,144.965942,TP-2014-1051,Partial demolition of the existing shop front and buildings and works for the construction of a new shop front,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=224462,Yes
Alumni Courtyard RMIT University 357-375 Russell Street MELBOURNE VIC 3000,-37.808086,144.965353,TP-2014-1052,"Buildings and works to construct and install three portable kitchen units and associated structures associated with a restaurant and take away food premises (pop-up restaurants)the",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=224470,No
Alumni Courtyard RMIT University 357-375 Russell Street MELBOURNE VIC 3000,-37.808086,144.965353,TP-2014-1053,Use of the land for the purpose of a restaurant and take away food premises (pop-up restaurants),http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=224471,Yes
159 Elgin Street CARLTON VIC 3053,-37.797626,144.969494,TP-2014-1047,Installation of an air conditioner,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=224363,No
57-59 Haig Street SOUTHBANK VIC 3006,-37.8274917,144.9566368,TPM-2013-2/A,Demolition of the existing building and development of the land for a multi storey residential tower comprising a ground floor commercial tenancy (DPCD ref. no 2012/010161),http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=224376,No
158-164 Swanston Street MELBOURNE VIC 3000,-37.8139591,144.9661214,TP-2014-1042,Buildings and works including the removal of existing windows and cladding and the construction of new bi-fold windows and doors and other minor alterations,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=224273,Yes
539-557 Collins Street MELBOURNE VIC 3000,-37.818817,144.956379,TPM-2014-36,development of mixed use tower,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=219434,No
394-400 Lonsdale Street MELBOURNE VIC 3000,-37.8128416,144.9605927,TP-2014-738,"Construction of buildings and works to an existing shopfront, the alteration of the building to allow for an art work and refacing of an existing sign",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=219268,Yes
"Unit 3, 82 Wirraway Drive FISHERMANS BEND VIC 3207",-37.8251034,144.9095938,TP-2014-739,Use part of the site for the purpose of a caretakers dwelling,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=219282,No
1-7 Queens Bridge Street SOUTHBANK VIC 3006,-37.822038,144.961698,TP-2014-741,Building and works associated with a new tram stop and associated advertising signage,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=219380,Yes
ANZ 791-847 Collins Street DOCKLANDS VIC 3008,-37.8214039,144.9463376,TP-2014-729,Buildings and works associated with the reconstruction of the Australian Wharf East and associated public realm works,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=219152,Yes
Northbank Flinders Walk MELBOURNE VIC 3000,-37.8191894,144.9654746,TP-2012-166/B,Construction of buildings; construction and carrying out of works including demolition works; waiver of loading bay and bicycle parking requirements,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=219218,Yes
313-315 Flinders Lane MELBOURNE VIC 3000,-37.817641,144.963852,TP-2014-372/A,Replacement of sub-ground floor windows on Mills Place,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=219225,Yes
144A Kensington Road KENSINGTON VIC 3031,-37.798049,144.920351,TP-2014-730,Buildings and works to carry out alterations and additions including a rooftop terrace to the rear of the property,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=219233,Yes
199 George Street EAST MELBOURNE VIC 3002,-37.815373,144.983771,TP-2014-731,Works to paint the exterior of the building including the fa̤ade and door,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=219234,Yes
108-116 Ireland Street WEST MELBOURNE VIC 3003,-37.8061985,144.9420714,TP-2010-749/A,"Buildings and works (partial demolition of existing two-storey building and renovations and building extensions and additions), use of part of the ground floor as a food and drink premises and reduction of car parking requirements",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=219237,Yes
150-154 Collins Street MELBOURNE VIC 3000,-37.8152526,144.9635397,TP-2014-842/A,Amend the preamble to include buildings and works (external bollards),http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=224167,Yes
